Tabela 04 - Oferta e demanda de produtos importados a preço básico - 2015,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78
21001,Produtos farmacêuticos,27872,47,429,3,0,308,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,3,272,0,4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,277,208,64,2052,3102,0,163,0,11653,0,2601,0,13697,0,-79,16219,27872
22001,Artigos de borracha,7272,0,0,0,8,27,179,32,0,0,2,0,0,10,0,184,0,0,0,0,0,0,3,0,0,535,29,91,8,2,0,46,435,1667,535,275,12,236,0,3,17,296,1408,0,230,0,0,0,0,0,0,0,0,0,0,1,0,95,0,0,0,2,0,5,4,0,13,0,6390,0,0,0,982,0,-100,882,7272
22002,Artigos de plástico,9009,33,17,4,6,10,0,0,165,7,413,149,0,11,6,56,10,76,130,10,2,58,55,96,30,3026,337,54,0,88,197,334,230,474,413,34,315,154,15,27,1026,488,8,0,2,6,0,35,0,0,0,2,4,6,50,1,0,0,79,0,12,37,0,86,78,0,12,0,8974,0,0,0,495,0,-460,35,9009
23001,Cimento,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,1,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,-6,-6,410
23002,"Artefatos de cimento, gesso e semelhantes",264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,-15,-15,264
23003,"Vidros, cerâmicos e outros produtos de minerais não metálicos",5653,601,322,9,3,2,1,2,0,24,206,228,0,0,0,0,0,38,0,0,0,65,28,40,7,76,489,63,1,31,0,40,57,244,12,29,66,32,7,6,2217,24,0,0,0,0,17,48,0,0,0,0,0,69,0,0,0,0,7,0,21,17,0,13,8,0,8,0,5178,0,0,0,366,0,109,475,5653
24911,Ferro gusa e ferroligas,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,694,106,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,7,7,826
24912,"Semi acabados, laminados planos, longos e tubos de aço",11163,36,50,3,10,343,0,15,26,0,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,102,99,1139,17,2380,7,428,1310,868,900,223,178,186,40,17,2775,157,6,0,0,1,0,0,0,0,0,4,0,0,0,4,0,51,0,0,15,7,0,1,0,0,0,0,11424,0,0,0,0,8,-269,-261,11163
24921,Produtos da metalurgia de metais não ferrosos,12754,0,0,0,0,0,0,3,88,0,120,0,0,0,0,0,0,66,63,0,0,6,64,0,2,21,35,547,3297,952,78,3086,487,128,875,309,938,150,4,39,1328,9,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,4,1,0,0,0,0,0,0,12723,0,0,0,0,0,31,31,12754
24922,Peças fundidas de aço e de metais não ferrosos,296,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,49,37,0,92,1,0,59,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,-6,-6,296
25001,"Produtos de metal, exclusive máquinas e equipamentos",13643,80,95,8,6,161,83,38,137,15,142,115,3,13,15,12,163,23,5,24,15,53,41,33,16,32,50,138,56,1280,135,302,824,564,207,397,343,596,509,63,2235,303,31,0,0,0,91,1070,0,3,2,0,0,59,0,2,0,0,1,9,164,5,0,3,0,0,1,0,10771,0,0,0,1415,1566,-109,2872,13643
26001,Componentes eletrônicos,15729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,13216,636,93,37,283,11,43,595,219,0,0,46,0,0,0,233,0,0,0,0,0,465,0,0,0,6,0,0,0,0,4,18,0,3,1,13,147,0,16346,0,0,0,0,0,-617,-617,15729
26002,Máquinas para escritório e equipamentos de informática,13949,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2957,0,19,0,2,31,0,120,31,12,0,117,0,0,0,42,0,0,0,264,9,2118,333,0,316,310,127,46,371,27,78,717,130,80,89,3,511,0,8933,0,0,0,1477,3696,-157,5016,13949
26003,Material eletrônico e equipamentos de comunicações,26026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12585,10,0,181,0,44,26,4,0,0,3,10,2,0,11,25,0,0,0,100,211,0,48,0,102,86,3,0,294,62,0,6,3,1,2,45,218,0,14082,0,0,0,4799,8076,-931,11944,26026
26004,"Equipamentos de medida, teste e controle, ópticos e eletromédicos",13305,0,0,0,0,202,0,0,16,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,1351,22,389,116,2,32,30,201,6,2,338,67,0,0,0,23,0,0,0,15,0,13,0,0,0,711,3,0,0,0,25,101,0,241,151,0,14,0,4217,0,0,0,1340,7989,-241,9088,13305
27001,"Máquinas, aparelhos e materiais elétricos",23215,17,38,2,11,72,10,9,28,11,47,12,2,22,4,6,11,34,3,4,5,55,11,5,6,39,62,11,47,17,963,2791,975,378,338,167,93,874,2420,71,3477,606,511,8,0,38,15,10,3,20,301,7,19,161,289,23,17,13,203,2,9,25,0,3,0,28,207,0,15666,0,0,0,1087,6685,-223,7549,23215
27002,Eletrodomésticos,3180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,303,5,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,438,0,0,0,2497,103,142,2742,3180
28001,Tratores e outras máquinas agrícolas,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936,0,0,0,96,629,10,735,1671
28002,Máquinas para a extração mineral e a construção,5127,0,0,0,37,384,262,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,506,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1582,0,0,0,0,3681,-136,3545,5127
28003,Outras máquinas e equipamentos mecânicos,50153,5,15,3,33,1376,1175,382,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,48,0,0,8,46,42,262,11104,715,21,593,0,5380,19,46,1348,322,16,73,0,114,4,0,0,0,40,0,4,0,0,2,2,0,311,0,16,3,0,23,0,0,0,0,23581,0,0,0,563,26367,-358,26572,50153
29911,"Automóveis, camionetas e utilitários",23688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,17929,5490,-691,22728,23688
29912,"Caminhões e ônibus, inclusive cabines, carrocerias e reboques",3168,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1068,3,0,0,0,0,0,0,40,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0,0,0,29,1988,-214,1803,3168
29921,Peças e acessórios para veículos automotores,26565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14306,3474,8,0,0,0,0,0,4885,3730,0,0,0,0,0,0,0,0,0,0,0,0,11,0,59,0,0,40,66,0,37,0,0,0,0,26616,0,0,0,0,0,-51,-51,26565
30001,"Aeronaves, embarcações e outros equipamentos de transporte",26906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7982,0,2016,0,0,0,36,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,18,0,10575,6337,0,0,680,9306,8,16331,26906
31801,Móveis,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,774,0,0,0,0,47,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,15,5,3,0,0,991,0,0,0,809,211,-83,937,1928
31802,Produtos de industrias diversas,12425,1,0,2,0,10,5,1,2,1,4,1,0,3,312,75,1,0,0,1,0,18,8,0,17,0,26,2,0,0,7,0,130,60,5,2,225,25,16,8,134,75,20,18,0,28,1,1,0,9,0,16,44,23,52,74,48,113,27,4,9,182,5,477,1798,30,23,0,4179,0,0,0,5339,2806,101,8246,12425
33001,"Manutenção, reparação e instalação de máquinas e equipamentos",16712,23,9,28,233,615,371,275,338,160,171,114,4,47,85,57,161,851,407,74,214,227,125,19,198,153,832,2681,621,241,19,149,322,52,161,110,227,156,58,334,733,1498,159,178,87,950,2,36,192,47,166,291,43,30,282,65,29,322,281,55,55,2,0,1,0,171,115,0,16712,0,0,0,0,0,0,0,16712
35001,"Eletricidade, gás e outras utilidades",4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4595,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4599,0,0,0,0,0,0,0,4599
36801,"Água, esgoto, reciclagem e gestão de resíduos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41801,Edificações,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,278,0,0,0,0,278,0,278,556
41802,Obras de infraestrutura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41803,Serviços especializados para construção,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,0,0,0,0,0,0,0,1961
45801,Comércio por atacado e varejo,2502,0,0,0,2,4,4,3,371,17,239,11,10,34,43,55,15,103,6,30,26,45,67,5,79,90,67,83,24,77,50,64,137,4,2,10,39,1,0,1,0,340,0,0,0,0,0,0,28,33,201,19,2,0,24,3,10,0,18,3,0,0,1,0,0,1,1,0,2502,0,0,0,0,0,0,0,2502
49001,Transporte terrestre de carga,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,28,0,0,0,0,0,0,0,28
49002,Transporte terrestre de passageiros,3097,0,0,1,1,10,13,3,1,1,1,0,0,0,2,0,7,0,0,0,1,6,3,1,4,8,4,3,0,7,0,1,7,0,9,0,0,1,0,0,0,1,3,0,0,1,1,1,0,1,1,4,14,1,0,32,1,1,8,1,63,70,45,31,0,0,107,0,482,0,0,0,2615,0,0,2615,3097
50001,Transporte aquaviário,6006,0,0,0,0,2071,0,4,522,32,154,1,0,4,6,3,51,504,8,23,6,281,6,17,1,19,47,131,5,13,19,18,94,82,27,67,0,0,0,0,3,452,281,436,0,21,0,6,0,1,0,6,0,0,0,2,0,0,93,0,0,0,0,0,0,0,0,0,5517,0,0,0,489,0,0,489,6006
51001,Transporte aéreo,8534,0,0,1,1,399,2,4,56,1,45,10,5,6,6,6,8,19,2,6,1,47,53,2,27,8,27,16,3,11,39,30,42,36,6,11,6,10,121,9,287,665,38,15,2,87,14,11,3,34,42,135,566,12,187,65,110,18,64,5,250,71,414,76,0,20,1746,0,6019,0,0,0,2515,0,0,2515,8534
52801,Armazenamento e serviços auxiliares aos transportes,2419,0,0,31,0,383,273,56,40,77,27,0,0,0,0,0,8,0,0,0,0,28,0,0,0,0,0,34,0,0,0,0,0,25,16,0,0,0,0,0,0,41,27,273,847,214,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7,1,0,2,0,0,2,0,2419,0,0,0,0,0,0,0,2419
52802,Correio e outros serviços de entrega,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
55001,Serviços de alojamento em hotéis e similares,19208,2,0,2,5,179,41,11,196,16,187,37,16,16,14,18,6,53,7,18,10,84,93,22,139,63,58,113,29,114,101,87,209,73,52,52,74,50,160,8,868,2182,122,4,54,135,0,18,59,96,72,321,771,32,213,204,95,98,90,30,224,27,233,35,0,95,4466,0,12959,0,0,0,6249,0,0,6249,19208
56001,Serviços  de alimentação,13273,0,0,0,0,14,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,9,14,0,28,1,0,4,8,3,0,0,9,41,1,0,0,3,14,0,0,73,1,0,42,1,7,0,0,73,8,0,173,6,122,0,21,0,96,0,858,100,21,586,243,2,753,0,3345,0,0,0,9928,0,0,9928,13273
58001,"Livros, jornais e revistas",2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,2,0,1,0,5,0,63,2,11,5,20,1,0,0,54,154,64,1,4,0,6,0,411,0,0,0,1716,0,11,1727,2138
59801,"Serviços cinematográficos, música, rádio e televisão",2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1108,1096,0,0,0,0,0,78,0,4,1,0,0,0,0,0,22,0,0,2313,0,0,0,62,0,0,62,2375
61001,"Telecomunicações, TV por assinatura e outros serviços relacionados",1135,0,0,0,0,4,1,0,8,2,11,4,0,1,5,2,0,4,4,2,0,3,4,0,3,1,4,2,1,3,7,4,5,11,11,2,5,1,5,0,28,19,4,0,2,7,1,0,4,2,291,33,191,15,67,9,11,1,33,6,0,1,35,2,30,10,39,0,961,0,0,0,174,0,0,174,1135
62801,Desenvolvimento de sistemas e outros serviços de informação,11079,1,0,0,0,2,8,1,21,0,37,3,1,2,2,1,0,7,0,2,0,14,12,1,17,6,4,7,1,7,14,20,10,32,6,3,5,4,132,38,27,596,50,0,37,108,3,8,27,110,234,490,2240,16,197,2,645,19,59,18,853,124,17,277,0,19,188,0,6785,0,0,0,109,4182,3,4294,11079
64801,"Intermediação financeira, seguros e previdência complementar",26695,449,181,24,25,302,124,26,300,93,256,104,14,46,76,48,31,142,25,207,52,203,53,36,47,121,123,135,55,117,49,90,149,160,90,44,57,45,453,122,885,3606,631,36,46,270,51,280,27,74,312,258,1866,1028,421,149,89,116,397,117,9585,33,242,15,439,41,109,0,25797,0,0,0,898,0,0,898,26695
68001,Aluguel efetivo e serviços imobiliários,5025,0,0,0,1,8,2,1,20,5,21,3,1,7,12,6,1,5,2,7,6,5,5,5,6,14,7,9,0,7,4,5,9,3,5,9,10,2,35,6,240,1373,93,1,3,73,28,544,6,15,72,101,21,368,401,149,85,304,353,8,39,3,103,0,127,101,160,0,5025,0,0,0,0,0,0,0,5025
68002,Aluguel imputado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69801,"Serviços jurídicos, contabilidade e consultoria",4687,0,0,0,3,34,1,3,26,3,19,7,5,3,4,2,1,11,1,167,4,22,7,3,10,26,8,5,7,11,48,9,56,55,24,6,4,0,33,59,121,1002,72,1,15,44,1,12,3,27,60,170,713,48,1094,113,17,8,53,19,115,4,35,10,21,34,108,0,4607,0,0,0,80,0,0,80,4687
71801,Pesquisa e desenvolvimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71802,Serviços de arquitetura e engenharia,6209,79,2,0,8,260,39,20,146,39,140,29,15,9,24,15,5,62,5,22,34,85,77,53,121,108,79,51,34,58,88,51,202,223,78,34,35,28,465,61,465,213,47,0,0,836,1,0,0,0,1,45,101,2,0,433,0,11,3,0,305,179,14,204,0,0,0,0,5744,0,0,0,93,372,0,465,6209
73801,Publicidade e outros serviços técnicos,2021,0,8,2,1,11,0,0,45,3,71,111,5,4,11,18,1,11,1,4,2,4,10,26,39,10,6,4,0,10,29,12,10,91,2,6,9,2,72,4,39,415,9,1,5,23,7,15,20,39,74,33,255,20,93,8,33,18,29,2,74,13,52,23,1,33,32,0,2021,0,0,0,0,0,0,0,2021
77001,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,76064,353,51,71,198,10122,1094,268,367,314,1159,399,48,50,115,79,114,695,142,470,62,427,519,95,205,655,361,463,212,722,688,240,710,1903,544,760,246,368,884,1217,5038,9076,3600,848,2558,1733,130,1270,945,1256,5116,2765,1686,207,701,930,247,1556,895,256,1088,656,2222,871,695,496,218,0,74449,0,0,0,1615,0,0,1615,76064
78801,Condomínios e serviços para edifícios,1941,1,1,1,1,19,7,2,15,12,18,9,2,2,1,3,1,24,1,9,18,9,26,6,18,24,8,9,4,8,6,10,17,41,6,7,6,1,14,9,59,242,32,0,19,67,6,25,4,22,60,61,49,38,46,8,5,7,101,3,182,195,82,97,81,22,52,0,1941,0,0,0,0,0,0,0,1941
78802,Outros serviços administrativos,5238,0,0,0,1,1,23,14,26,7,23,27,9,4,10,14,0,2,0,0,1,7,4,4,22,0,16,15,30,32,7,28,91,18,2,0,4,12,29,2,11,296,16,0,21,8,11,0,4,6,1432,196,770,5,128,8,5,4,15,8,279,193,103,226,127,0,194,0,4551,0,0,0,687,0,0,687,5238
80001,"Serviços de vigilância, segurança e investigação",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84001,Serviços coletivos da administração pública,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84002,Serviços de previdência e assistência social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85911,Educação pública,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85921,Educação privada,932,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,5,7,1,0,2,0,0,0,0,0,0,14,0,31,1,5,0,10,1,0,4,0,4,0,0,3,0,93,0,0,0,839,0,0,839,932
86911,Saúde pública,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86921,Saúde privada,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,0,662,662
90801,"Serviços de artes, cultura, esporte e recreação",4821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4817,0,0,4817,4821
94801,"Organizações patronais, sindicais e outros serviços associativos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94802,"Manutenção de computadores, telefones e objetos domésticos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94803,Serviços pessoais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97001,Serviços domésticos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,842614,18895,4224,838,1448,21085,4124,1992,5657,996,14477,2636,293,5247,4405,2967,1265,8745,1593,38999,866,38009,16191,5579,7433,15790,6124,13287,8388,7598,32874,10932,19550,24819,9418,11489,5570,12086,24019,2646,28087,33654,12558,1999,7705,5177,568,10059,1530,3398,9847,7621,10272,2264,5030,3606,1911,2955,4830,655,15523,3752,3974,6029,7298,1247,10370,0,614473,6337,2615,0,139976,83460,-4247,228141,842614
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Contas Nacionais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
